4.2549	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
0.235294	1.99573
0.235294	1.99573
0.235294	1.99573
1.23529	1.99573
0.235294	1.99573
1.23529	1.99573
0.235294	1.99573
0.235294	1.99573
1.23529	1.99573
0.235294	1.99573
0.235294	1.99573
1.23529	1.99573
0.235294	1.99573
0.235294	1.99573
0.235294	1.99573
1.23529	1.99573
1.23529	1.99573
1.23529	1.99573
0.235294	1.99573
0.235294	1.99573
1.23529	1.99573
1.23529	1.99573
0.235294	1.99573
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.27451	1.98817
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
1.21569	1.97685
0.215686	1.97685
1.21569	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
1.21569	1.97685
1.21569	1.97685
0.215686	1.97685
0.215686	1.97685
1.21569	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
0.215686	1.97685
4.29412	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.294118	1.96183
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
0.176471	1.89516
0.176471	1.89516
0.176471	1.89516
0.176471	1.89516
0.156863	1.8336
0.156863	1.8336
0.156863	1.8336
0.156863	1.8336
0.156863	1.8336
0.156863	1.8336
1.15686	1.8336
1.15686	1.8336
1.15686	1.8336
1.15686	1.8336
1.15686	1.8336
1.15686	1.8336
1.15686	1.8336
1.15686	1.8336
1.13725	1.75941
1.13725	1.75941
1.13725	1.75941
4.37255	1.71791
1.11765	1.6737
0.529412	0.81625
0.529412	0.81625
3.96078	0.756086
0.588235	0.473568
0.588235	0.473568
