-100	25.7916
-99	1e-005
-98	0.43378
-97	1.74233
-96	3.89484
-95	6.80511
-94	10.3349
-93	14.3009
-92	18.4843
-91	22.6439
-90	26.5305
-89	29.9029
-88	32.5434
-87	34.2733
-86	34.9657
-85	34.5558
-84	33.0478
-83	30.5173
-82	27.1096
-81	23.0328
-80	18.5473
-79	13.9507
-78	9.56082
-77	5.69536
-76	2.65176
-75	0.687134
-74	1e-005
-73	0.715176
-72	2.87262
-71	6.4215
-70	11.2197
-69	17.0394
-68	23.5782
-67	30.4754
-66	37.3334
-65	43.7414
-64	49.3015
-63	53.655
-62	56.5071
-61	57.6487
-60	56.9728
-59	54.4866
-58	50.3146
-57	44.6962
-56	37.9747
-55	30.5793
-54	23.0008
-53	15.7631
-52	9.39005
-51	4.37201
-50	1.13289
-49	1e-005
-48	1.17912
-47	4.73614
-46	10.5872
-45	18.4982
-44	28.0933
-43	38.8739
-42	50.2455
-41	61.5524
-40	72.1173
-39	81.2844
-38	88.4621
-37	93.1645
-36	95.0466
-35	93.9323
-34	89.8331
-33	82.9547
-32	73.6916
-31	62.6097
-30	50.4167
-29	37.922
-28	25.989
-27	15.4816
-26	7.20822
-25	1.86781
-24	1e-005
-23	1.94403
-22	7.80857
-21	17.4554
-20	30.4984
-19	46.318
-18	64.0921
-17	82.8408
-16	101.483
-15	118.901
-14	134.015
-13	145.849
-12	153.602
-11	156.705
-10	154.868
-9	148.11
-8	136.769
-7	121.497
-6	103.226
-5	83.123
-4	62.5227
-3	42.8486
-2	25.5248
-1	11.8843
0	3.07948
1	1e-005
2	3.07948
3	11.8843
4	25.5248
5	42.8486
6	62.5227
7	83.123
8	103.226
9	121.497
10	136.769
11	148.11
12	154.868
13	156.705
14	153.602
15	145.849
16	134.015
17	118.901
18	101.483
19	82.8408
20	64.0921
21	46.318
22	30.4984
23	17.4554
24	7.80857
25	1.94403
26	1e-005
27	1.86781
28	7.20822
29	15.4816
30	25.989
31	37.922
32	50.4167
33	62.6097
34	73.6916
35	82.9547
36	89.8331
37	93.9323
38	95.0466
39	93.1645
40	88.4621
41	81.2844
42	72.1173
43	61.5524
44	50.2455
45	38.8739
46	28.0933
47	18.4982
48	10.5872
49	4.73614
50	1.17912
51	1e-005
52	1.13289
53	4.37201
54	9.39005
55	15.7631
56	23.0008
57	30.5793
58	37.9747
59	44.6962
60	50.3146
61	54.4866
62	56.9728
63	57.6487
64	56.5071
65	53.655
66	49.3015
67	43.7414
68	37.3334
69	30.4754
70	23.5782
71	17.0394
72	11.2197
73	6.4215
74	2.87262
75	0.715176
76	1e-005
77	0.687134
78	2.65176
79	5.69536
80	9.56082
81	13.9507
82	18.5473
83	23.0328
84	27.1096
85	30.5173
86	33.0478
87	34.5558
88	34.9657
89	34.2733
90	32.5434
91	29.9029
92	26.5305
93	22.6439
94	18.4843
95	14.3009
96	10.3349
97	6.80511
98	3.89484
99	1.74233
100	0.43378

