0	11.2413
1	11.2413
2	11.4987
3	11.4987
4	11.9368
5	11.9368
6	11.9893
7	11.9893
8	12.4649
9	12.4649
10	12.4649
11	12.4649
12	12.4649
13	12.4649
14	12.4649
15	12.4734
16	12.4734
17	12.4734
18	12.4804
19	12.482
20	12.7092
21	12.7092
22	12.7092
23	12.7092
24	12.7092
25	12.7177
26	12.7822
27	12.7822
28	12.7822
29	12.8224
30	12.8224
31	12.8224
32	12.8596
33	12.8596
34	12.8596
35	12.8596
36	12.8607
37	12.8665
38	12.8665
39	12.8665
40	12.8665
41	12.8665
42	12.8736
43	12.8736
44	12.8736
45	12.8736
46	12.8736
47	12.8736
48	12.8736
49	12.8736
50	12.8738
51	12.8821
52	12.8821
53	12.8821
54	12.8821
55	12.8821
56	12.8821
57	12.8821
58	12.8844
59	12.8845
60	12.8857
61	12.8857
62	12.8857
63	12.8857
64	12.8857
65	12.8857
66	12.8857
67	12.8857
68	12.8857
69	12.8857
70	12.8857
71	12.8857
72	12.8857
73	12.8857
74	12.8857
75	12.8857
